age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
55,4,105582,11,9,2,6,0,4,1,3103,0,40,39,1
20,0,41183,15,10,4,0,3,4,0,0,0,30,39,0
21,4,191497,15,10,4,12,3,4,0,0,0,20,39,0
27,4,168827,9,13,4,12,3,4,1,0,0,2,39,0
23,4,233923,15,10,4,8,3,4,0,0,0,20,39,0
21,7,99199,15,10,4,4,3,4,1,0,0,10,39,0
55,7,26290,8,11,6,4,1,0,0,0,0,38,39,0
20,4,221095,11,9,4,3,2,2,1,0,0,40,39,0
33,4,392812,15,10,2,6,0,4,1,0,0,50,39,1
32,6,205072,11,9,2,14,0,4,1,0,0,48,39,0
33,4,323811,15,10,2,7,0,4,1,0,0,55,39,0
61,6,243493,11,9,2,8,0,2,1,0,0,12,39,0
53,4,226135,6,5,4,3,1,2,1,0,0,40,23,0
20,4,337639,15,10,4,12,3,4,1,0,0,40,39,0
29,4,177413,11,9,2,7,0,4,1,0,0,40,39,1
60,4,185836,14,15,2,4,0,4,1,0,0,40,39,1
27,4,74883,9,13,4,13,1,1,0,0,0,40,30,0
31,4,288566,9,13,2,13,0,4,1,0,0,43,39,1
57,4,165695,9,13,2,4,0,4,1,0,0,40,0,1
41,2,177599,9,13,0,10,4,4,0,0,0,35,39,0
50,6,334273,9,13,2,12,0,4,1,0,0,8,39,0
32,4,105938,11,9,4,7,3,2,0,0,1602,20,39,0
27,4,190525,9,13,2,4,0,4,1,7298,0,55,39,1
35,4,218955,9,13,2,12,0,4,1,0,0,40,39,0
25,4,154941,9,13,2,12,0,4,1,0,0,40,39,1
52,4,194580,4,3,0,5,4,4,1,0,0,40,39,0
34,4,208043,8,11,2,10,0,4,1,7298,0,45,39,1
23,4,102729,15,10,4,12,3,4,0,0,0,15,39,0
38,5,478829,14,15,2,10,0,4,1,99999,0,50,39,1
44,2,100479,7,12,2,10,0,4,1,0,0,48,39,0
62,4,161460,9,13,4,5,1,4,1,0,0,30,39,0
52,4,67090,11,9,2,12,0,4,1,0,0,44,39,0
26,4,152035,11,9,4,1,3,4,0,0,0,40,39,0
45,4,206459,15,10,2,1,0,4,1,0,0,40,39,0
20,4,482732,11,9,4,1,2,4,1,0,0,24,39,0
23,4,216867,15,10,4,3,3,4,1,0,0,37,26,0
23,4,82889,15,10,4,1,3,4,0,0,0,16,39,0
53,4,91911,11,9,0,3,4,2,0,0,0,48,39,0
64,4,66634,9,13,0,4,4,4,1,27828,0,50,39,1
51,4,37237,11,9,2,5,0,4,1,0,0,80,39,1
48,4,83444,11,9,2,10,0,4,1,7298,0,40,39,1
59,4,183606,1,7,2,7,0,4,1,0,0,40,39,0
43,2,92374,12,14,2,10,5,2,0,0,0,35,39,1
42,6,206066,12,14,2,10,0,4,1,0,0,65,39,0
38,1,125933,12,14,2,10,0,4,1,0,0,40,20,1
47,2,81654,15,10,0,4,1,4,1,0,0,56,39,1
56,4,133819,11,9,5,3,1,4,0,0,0,40,39,0
35,4,190174,15,10,4,4,1,4,0,0,0,40,39,0
36,4,226947,9,13,2,10,0,4,1,0,0,40,39,1
51,4,192182,15,10,2,7,0,4,1,7298,0,40,39,1
23,4,206129,8,11,4,3,4,2,0,0,0,40,39,0
27,4,31659,9,13,2,7,0,4,1,0,1887,60,39,1
50,4,163948,12,14,2,12,0,4,1,0,0,40,39,1
38,5,206951,11,9,2,4,0,4,1,0,0,65,39,0
23,4,216889,11,9,4,6,1,4,1,0,0,40,39,0
42,4,99373,11,9,0,7,1,4,0,0,0,40,39,0
48,4,234504,11,9,2,4,0,4,1,0,0,50,39,0
32,4,160594,15,10,4,8,3,4,1,0,0,35,39,0
44,5,104892,15,10,2,3,0,4,1,0,0,58,39,1
25,4,307643,11,9,2,14,0,4,1,0,0,40,39,0
69,4,145656,15,10,6,1,1,4,0,0,0,24,39,0
19,4,236396,1,7,4,6,1,4,1,0,0,40,39,0
24,5,234663,9,13,4,4,3,4,1,0,0,40,39,0
39,4,237943,11,9,0,7,4,4,1,0,1726,40,39,0
28,4,27044,7,12,0,4,1,4,0,0,0,43,39,0
34,4,94235,9,13,4,3,4,4,1,0,0,40,39,0
52,4,165998,15,10,2,7,0,4,1,0,0,40,39,0
77,5,84979,10,16,2,5,0,4,1,20051,0,40,39,1
23,4,384651,15,10,2,6,0,4,1,0,0,40,39,0
44,4,144067,9,13,0,1,1,4,1,0,0,12,0,0
41,4,108681,15,10,2,1,5,4,0,0,0,40,39,0
52,4,110977,10,16,4,4,1,4,1,0,0,40,39,1
48,2,242923,11,9,2,13,5,4,0,0,1848,40,39,1
28,4,407043,11,9,2,1,0,2,1,0,0,40,39,0
52,4,188644,4,3,3,3,2,4,1,0,0,40,26,0
22,4,186452,0,6,4,3,1,4,1,0,0,30,39,0
32,5,46807,11,9,2,3,0,4,1,99999,0,40,39,1
34,4,483777,11,9,4,6,1,2,1,0,0,40,39,0
23,4,291407,15,10,4,12,3,2,1,0,0,25,39,0
43,4,323713,11,9,2,7,0,4,1,0,0,40,39,0
39,4,231141,11,9,2,7,0,4,1,2829,0,40,39,0
45,1,76008,9,13,2,4,0,4,1,0,0,50,39,1
24,2,322658,9,13,4,10,1,4,0,0,0,40,39,0
35,4,168817,11,9,4,7,1,4,1,0,0,40,39,0
27,4,359155,9,13,2,10,5,4,0,0,0,40,39,1
58,4,127264,0,6,2,3,0,4,1,0,0,50,39,0
39,4,49020,12,14,4,4,1,4,1,0,1974,40,39,0
26,4,211435,11,9,4,7,4,4,0,0,0,40,39,0
47,4,97842,15,10,2,3,0,4,1,0,0,40,39,0
23,4,31606,11,9,4,1,4,4,0,0,0,40,39,0
54,6,117674,15,10,0,3,1,4,1,0,0,40,0,0
23,4,133515,11,9,4,8,1,4,0,0,0,35,39,0
47,4,121124,6,5,2,7,0,4,1,0,0,40,39,0
42,4,297335,7,12,3,4,4,1,0,0,0,31,25,0
28,4,150025,6,5,4,3,1,4,1,0,0,50,0,1
51,1,72436,11,9,2,4,0,4,1,0,0,57,39,1
45,4,109434,9,13,2,10,0,4,1,0,0,55,39,0
50,2,339547,14,15,2,1,0,1,1,0,0,40,25,1
51,4,91137,6,5,4,8,4,2,0,0,0,40,39,0
42,1,272625,8,11,0,1,4,2,0,0,0,40,39,1
54,4,35557,15,10,2,12,0,4,1,7298,0,50,39,1
46,4,393715,15,10,2,4,0,4,1,15024,0,50,39,1
52,4,180142,12,14,2,13,0,4,1,0,0,45,39,0
17,5,325171,0,6,4,8,3,2,1,0,0,35,39,0
57,5,368797,11,9,2,4,0,4,1,0,0,40,39,0
23,4,436798,15,10,2,7,0,4,1,0,0,40,39,0
32,4,101352,15,10,2,13,5,4,0,0,0,32,39,1
72,0,113044,11,9,6,0,1,4,1,0,0,30,39,0
21,4,78170,11,9,4,3,1,4,1,0,0,42,39,0
31,4,178370,11,9,0,8,4,4,0,0,0,99,39,1
38,1,190174,11,9,0,10,4,4,0,0,0,40,39,0
37,4,166744,11,9,0,8,4,4,0,0,0,12,39,0
37,4,412296,11,9,2,3,0,4,1,0,0,35,26,1
22,4,234663,11,9,2,7,0,4,1,0,0,40,39,0
21,4,89154,1,7,4,8,3,4,1,0,0,42,8,0
36,6,151094,8,11,5,4,1,4,1,0,0,48,39,0
46,5,110457,12,14,2,4,0,4,1,0,0,55,39,1
62,4,88055,9,13,2,7,0,4,1,0,0,40,39,0
30,4,137606,11,9,2,14,0,4,1,5013,0,40,39,0
48,1,100067,15,10,6,8,4,2,0,0,0,40,39,0
54,2,31533,12,14,2,1,0,4,1,7298,0,40,39,1
24,4,258700,4,3,4,5,2,2,1,0,0,40,26,0
21,8,232719,11,9,4,3,3,2,1,0,0,40,39,0
36,4,187098,11,9,0,1,4,4,0,0,0,40,39,0
34,6,152109,11,9,2,14,0,4,1,0,0,60,39,0
28,4,181659,1,7,4,14,3,4,1,0,0,50,39,0
46,1,195023,15,10,5,1,4,4,0,0,0,40,39,0
20,4,42279,15,10,4,4,1,4,0,0,0,40,39,0
57,4,173090,11,9,6,12,4,4,0,0,0,32,39,0
30,4,207937,14,15,0,10,1,4,1,10520,0,50,39,1
33,6,235271,15,10,4,8,1,4,1,0,0,35,39,0
20,4,118462,11,9,4,6,3,4,1,0,0,43,39,0
58,4,417419,5,4,0,7,3,4,1,0,0,40,39,0
43,4,129853,0,6,4,7,1,2,1,0,0,40,39,0
47,4,251508,11,9,0,13,1,4,0,0,0,36,39,0
31,4,368517,7,12,4,10,1,1,1,0,0,40,39,0
43,4,393354,15,10,2,1,5,2,0,0,0,38,39,1
60,1,63526,9,13,2,1,0,2,1,0,0,40,39,1
43,4,169628,9,13,4,12,4,2,0,0,0,35,39,1
36,4,133299,8,11,2,3,0,4,1,0,0,40,39,0
24,4,181820,15,10,4,1,3,4,1,0,0,40,39,0
27,4,181667,11,9,2,7,0,4,1,5013,0,46,2,0
22,4,122272,11,9,4,1,3,4,0,0,0,40,39,0
39,4,210991,11,9,2,3,0,4,1,0,0,40,39,0
31,4,251659,15,10,2,8,0,1,1,0,1485,55,0,1
42,0,167678,1,7,2,0,0,4,1,0,0,22,7,0
43,4,76487,1,7,2,3,0,4,1,0,0,40,39,0
45,4,114032,14,15,2,10,0,4,1,0,0,60,39,1
24,4,275093,11,9,4,6,1,4,0,0,0,36,39,0
41,4,168324,15,10,2,1,5,4,0,0,0,40,39,1
51,4,310774,14,15,2,10,0,4,1,0,0,50,39,1
21,4,305446,15,10,4,4,1,4,1,0,0,40,39,0
44,6,274562,11,9,4,3,1,4,1,14344,0,40,39,1
24,0,164574,15,10,4,0,3,4,1,0,0,40,39,0
43,4,284403,7,12,2,12,0,2,1,0,0,60,39,0
52,2,392668,8,11,2,11,0,4,1,0,0,40,39,1
24,4,308285,11,9,4,3,3,4,1,0,0,40,39,0
23,4,55215,9,13,4,12,3,4,1,0,0,55,39,0
36,4,111499,12,14,4,4,1,4,0,14084,0,40,39,1
32,4,262153,11,9,2,7,0,4,1,0,0,40,39,0
37,6,82540,6,5,2,14,0,4,1,0,0,70,39,1
41,6,113324,8,11,2,5,0,4,1,0,0,70,39,1
70,4,405362,5,4,6,8,4,2,0,0,0,38,39,0
47,4,145041,11,9,2,7,0,4,1,0,0,40,5,1
43,4,243380,15,10,2,1,0,4,1,0,0,40,39,0
25,4,483822,11,9,4,8,3,4,1,0,0,40,8,0
49,4,189498,11,9,2,12,0,4,1,0,0,50,39,1
27,4,142075,15,10,4,8,3,4,1,0,0,24,39,0
67,4,166187,11,9,6,4,4,4,1,0,0,38,39,1
49,2,304246,12,14,5,10,4,4,0,0,0,70,39,0
48,4,180695,15,10,0,4,1,4,0,0,0,38,39,0
39,1,472166,15,10,0,4,4,2,0,0,0,40,39,0
43,1,115562,11,9,2,7,0,4,1,0,0,40,39,0
17,4,159849,1,7,4,11,3,4,0,0,0,30,39,0
55,4,282023,9,13,2,12,0,4,1,15024,0,50,39,1
48,0,167381,11,9,6,0,4,4,0,0,0,25,39,0
51,7,105943,11,9,2,1,5,4,0,3908,0,40,39,0
73,7,74040,5,4,0,8,1,1,0,0,0,40,39,0
59,4,359292,3,2,2,7,0,4,1,0,0,40,26,0
36,4,284616,15,10,2,4,0,4,1,0,0,40,39,0
32,4,283400,11,9,4,7,1,4,0,0,0,40,39,0
57,4,245193,12,14,2,4,0,4,1,0,0,60,39,1
31,4,118710,12,14,2,13,0,4,1,0,1902,40,39,1
40,6,29762,15,10,2,3,0,4,1,0,0,60,39,0
22,7,96862,15,10,4,1,3,4,0,0,0,40,39,0
37,4,124293,15,10,2,1,0,4,1,0,0,50,39,0
18,4,114008,11,9,4,8,3,4,1,0,0,35,39,0
22,4,399087,4,3,2,7,2,4,0,0,0,40,26,0
26,4,341353,9,13,4,8,2,4,1,0,0,15,39,0
56,4,346033,6,5,0,1,1,4,1,0,0,40,39,0
42,4,254773,9,13,2,4,5,2,0,0,0,50,39,1
25,4,173212,7,12,4,5,1,4,1,2354,0,45,39,0
49,4,266150,11,9,2,7,5,4,0,0,0,40,39,0
17,4,244589,1,7,4,12,3,4,0,0,0,40,39,0
45,4,207277,9,13,2,4,0,4,1,0,0,50,39,1
48,4,155509,11,9,4,1,1,2,0,0,0,16,38,0
45,4,236040,15,10,2,10,0,4,1,0,0,40,39,1
28,4,206351,15,10,2,12,0,4,1,0,0,40,39,0
21,0,170070,15,10,4,0,1,4,0,0,0,10,39,0
33,4,183000,15,10,4,8,1,4,1,0,0,24,39,0
63,4,236338,11,9,2,12,5,4,0,0,0,35,39,0
29,1,440647,15,10,4,1,2,4,1,0,0,40,39,0
32,4,42617,15,10,0,10,1,4,0,0,0,30,39,0
25,2,176162,8,11,4,11,3,4,1,0,0,30,39,0
46,4,164749,15,10,2,4,0,4,1,0,0,40,39,1
20,4,151780,8,11,4,12,1,2,0,0,0,35,39,0
41,2,36924,15,10,2,1,0,4,1,0,0,40,39,1
41,5,495061,10,16,2,10,0,4,1,99999,0,70,39,1
22,4,35663,11,9,4,8,1,4,0,0,0,40,39,0
26,7,28366,9,13,4,10,1,4,1,0,0,40,39,0
40,4,373050,2,8,2,8,0,4,1,0,0,40,0,0
30,4,236770,11,9,2,3,0,4,1,0,0,40,39,0
38,4,125933,9,13,5,4,1,4,1,27828,0,45,39,1
54,6,406468,11,9,2,12,0,2,1,0,0,40,39,0
36,4,186415,11,9,2,6,0,4,1,0,0,65,39,0
30,2,131776,12,14,4,1,1,4,0,0,0,40,39,0
61,1,136787,15,10,2,1,0,4,1,0,0,40,39,1
17,4,110798,1,7,4,12,3,4,0,0,0,20,39,0
39,4,380614,15,10,0,10,1,4,0,0,0,45,39,1
35,4,204527,12,14,4,3,1,4,1,0,0,50,39,1
35,0,257250,11,9,4,0,3,4,1,0,0,40,39,0
56,4,193130,14,15,2,4,0,4,1,0,0,16,39,0
64,6,165479,11,9,2,12,0,4,1,0,0,5,39,0
41,4,222504,14,15,0,10,4,4,0,0,0,38,39,0
43,4,350379,4,3,0,9,4,4,0,0,0,40,26,0
69,0,182668,11,9,2,0,0,4,1,0,0,45,39,1
38,6,217054,15,10,0,5,1,4,1,0,0,40,39,0
29,4,173652,15,10,4,1,3,4,0,0,0,40,39,0
30,4,113129,15,10,4,8,1,4,1,0,0,24,39,0
26,4,226288,9,13,4,1,1,4,1,0,0,40,39,0
60,0,188236,11,9,0,0,1,4,0,0,0,40,39,0
26,4,184872,9,13,2,4,5,4,0,0,0,55,39,1
61,4,175999,11,9,2,7,0,4,1,0,0,40,39,0
41,4,196344,3,2,2,12,0,4,1,0,0,50,26,0
42,4,54202,9,13,4,12,1,4,1,10520,0,50,39,1
39,4,168894,9,13,0,1,4,4,0,0,0,20,39,0
48,4,96798,12,14,0,12,1,4,1,0,0,35,39,0
36,4,231037,5,4,2,7,0,4,1,0,0,40,39,0
56,4,116143,9,13,2,1,0,4,1,5178,0,44,39,1
27,4,177072,11,9,4,6,3,4,1,0,0,40,39,0
56,4,92444,15,10,2,4,0,2,1,0,0,50,39,1
35,4,273612,9,13,4,4,1,4,1,0,0,45,39,0
23,4,214542,15,10,4,1,3,4,1,0,0,20,39,0
62,4,197918,11,9,0,1,4,4,0,0,0,40,39,0
51,2,387250,9,13,2,1,0,4,1,0,0,50,39,1
48,4,348144,15,10,0,14,1,4,1,3325,0,53,39,0
43,0,116632,15,10,2,0,0,4,1,0,0,45,39,1
44,4,147110,15,10,0,1,3,4,1,14344,0,40,39,1
38,4,169926,7,12,2,4,5,4,0,0,1902,40,39,1
32,4,118551,12,14,4,4,1,4,0,0,0,45,39,1
31,4,374833,3,2,2,6,0,4,1,0,0,40,26,0
22,4,310152,15,10,4,11,1,4,1,0,0,40,39,0
28,4,50814,11,9,4,1,1,4,0,0,0,40,39,0
62,4,77884,4,3,2,5,0,1,1,0,0,40,30,0
31,4,132601,15,10,2,4,0,4,1,0,0,40,39,0
28,4,247445,11,9,4,1,1,4,1,0,0,40,39,0
24,4,22966,9,13,2,12,0,4,1,0,0,45,39,0
45,4,217953,11,9,2,3,0,3,1,0,0,40,26,0
27,4,79787,12,14,4,4,1,4,0,0,0,25,39,0
33,2,83671,9,13,4,10,1,2,0,0,0,50,39,0
23,4,39615,15,10,4,6,3,4,1,0,0,10,39,0
23,4,324960,11,9,4,3,2,4,1,0,0,40,39,0
36,4,185607,11,9,4,8,4,4,0,0,0,30,39,0
25,4,189219,9,13,4,12,3,4,0,0,0,40,39,0
45,4,43479,15,10,2,14,0,4,1,0,0,48,39,0
33,4,224141,11,9,2,8,0,4,1,0,0,40,39,0
17,4,369909,0,6,4,8,3,4,1,0,0,20,39,0
80,4,173488,15,10,6,1,1,4,0,0,0,20,39,0
71,5,133821,11,9,2,1,5,4,0,0,0,20,39,1
53,4,229465,12,14,2,4,0,4,1,0,0,55,39,1
23,4,173679,15,10,4,6,1,4,1,0,0,40,39,0
42,4,240628,9,13,2,4,5,4,0,0,0,40,39,1
27,4,114967,6,5,2,3,0,4,1,0,0,40,39,0
49,4,139268,11,9,2,3,0,4,1,7298,0,40,39,1
44,4,35910,9,13,2,4,0,4,1,0,1902,56,39,1
71,4,183678,14,15,2,10,0,4,1,0,0,16,39,0
42,5,443508,10,16,2,10,0,4,1,0,0,45,39,1
50,4,187830,12,14,0,4,1,4,1,0,0,62,39,1
24,2,187397,15,10,4,11,4,3,1,1151,0,40,39,0
52,6,240013,12,14,2,12,0,4,1,0,0,70,39,0
30,4,167990,14,15,2,10,0,4,1,0,0,60,39,1
35,0,476573,11,9,4,0,1,4,0,0,0,4,39,0
61,0,226989,11,9,0,0,1,4,1,4865,0,40,39,0
75,5,98116,15,10,6,12,1,4,1,0,0,40,39,1
19,0,194095,15,10,4,0,3,4,1,0,0,40,39,0
90,4,40388,9,13,4,4,1,4,1,0,0,55,39,0
31,4,194293,15,10,4,1,1,4,0,2463,0,38,39,0
51,4,53197,15,10,2,3,0,4,1,0,0,40,39,1
51,4,147954,11,9,2,1,5,2,0,3411,0,38,39,0
66,1,47358,0,6,2,3,0,4,1,3471,0,40,39,0
46,4,465974,1,7,4,14,3,4,1,0,0,30,39,0
18,4,138917,1,7,4,12,3,2,0,0,0,10,39,0
58,4,259014,15,10,4,14,1,4,1,0,0,20,39,0
36,4,334366,1,7,5,4,1,4,0,0,0,32,39,0
24,4,86745,9,13,4,1,2,1,0,0,0,16,39,0
55,4,145214,11,9,0,1,1,4,0,0,0,40,39,0
21,4,540712,11,9,4,8,2,2,1,0,1719,25,39,0
25,4,220220,1,7,4,6,3,4,1,0,0,45,39,0
44,4,106900,11,9,2,12,0,4,1,0,0,68,39,0
41,5,146659,15,10,0,7,1,4,0,0,0,40,16,0
40,4,254478,15,10,2,3,0,4,1,7298,0,50,39,1
59,6,190514,1,7,2,3,0,4,1,0,0,20,39,0
25,4,106491,11,9,2,3,0,4,1,0,0,48,39,0
30,4,125762,15,10,2,1,0,4,1,0,0,30,39,0
75,0,35724,11,9,6,0,1,4,0,0,0,8,39,0
46,4,295566,10,16,0,10,4,4,0,25236,0,65,39,1
27,4,366066,7,12,4,12,3,4,0,0,0,40,39,0
49,5,34998,15,10,2,5,0,4,1,0,0,60,39,0
68,8,174695,15,10,3,5,4,4,0,0,0,25,39,0
32,4,171116,11,9,0,8,3,4,0,0,0,40,39,0
47,4,192793,10,16,2,10,0,4,1,0,0,40,20,1
29,6,164607,11,9,2,3,0,4,1,0,0,40,39,0
36,4,218542,11,9,5,1,4,2,0,0,0,40,39,0
26,2,138597,11,9,4,8,4,2,0,0,0,25,39,0
36,4,189674,15,10,5,8,2,2,0,0,0,40,39,0
24,4,267945,9,13,4,1,3,4,0,0,0,40,39,0
38,5,308686,9,13,2,10,0,4,1,0,0,70,39,1
37,1,45937,7,12,2,4,5,4,0,0,0,40,39,1
66,4,174491,11,9,2,6,0,4,1,0,0,40,39,0
56,4,125000,9,13,2,1,0,4,1,0,0,40,39,1
28,0,290267,9,13,4,0,1,4,1,0,0,18,39,0
20,4,386864,0,6,4,8,2,4,1,0,0,35,26,0
39,4,175390,11,9,4,12,4,2,0,0,0,40,39,0
57,0,199114,0,6,5,0,1,4,1,0,0,30,39,0
41,6,111772,7,12,2,3,0,4,1,0,1887,40,39,1
36,6,186035,14,15,2,12,0,4,1,0,0,30,39,1
68,4,186943,11,9,2,3,0,4,1,0,0,8,39,0
32,0,30499,9,13,0,0,4,4,0,0,0,32,39,0
47,1,323798,9,13,2,4,0,4,1,0,0,40,39,1
51,4,182740,11,9,0,10,4,4,1,0,0,40,39,0
17,2,170916,0,6,4,11,3,4,0,0,1602,40,39,0
39,7,114366,9,13,4,10,1,4,1,0,0,35,39,0
27,1,128059,15,10,2,3,0,4,1,0,0,50,39,0
17,0,161981,0,6,4,0,3,4,1,0,0,40,39,0
35,4,335704,7,12,2,12,0,4,1,0,0,60,39,0
32,4,107793,11,9,0,8,3,4,1,2174,0,40,39,0
37,4,409189,15,10,2,3,0,4,1,0,0,45,39,0
26,4,214413,15,10,4,3,3,4,1,0,0,40,39,0
63,2,152163,11,9,2,11,0,4,1,0,0,40,39,0
44,4,167725,11,9,2,12,0,4,1,0,0,24,39,0
18,4,184277,11,9,4,12,3,4,0,0,0,25,39,0
44,4,116358,9,13,2,12,0,1,1,0,0,40,39,1
54,4,260052,12,14,2,10,0,4,1,0,0,40,39,1
27,4,302406,12,14,2,10,0,4,1,0,0,55,39,0
40,4,175398,8,11,0,10,1,4,0,0,0,20,39,0
39,4,225504,12,14,4,10,1,4,1,0,0,40,39,0
28,4,120471,11,9,4,14,1,3,1,0,0,40,39,0
18,4,311795,2,8,4,12,3,2,0,0,0,20,39,0
32,4,90705,11,9,2,14,0,4,1,0,0,60,39,1
18,4,282609,4,3,4,6,2,4,1,0,0,30,16,0
41,5,177905,9,13,2,4,0,4,1,7688,0,70,39,1
51,4,168660,1,7,2,6,0,4,1,0,0,40,39,0
31,2,151726,7,12,4,1,3,0,0,0,0,40,39,0
41,4,215479,15,10,4,14,1,2,1,0,0,43,39,0
43,7,424094,10,16,4,10,1,4,0,0,0,40,39,0
20,4,451996,11,9,4,6,3,4,1,0,0,40,39,0
35,4,226311,9,13,4,12,1,4,0,0,0,40,39,0
49,4,124356,9,13,2,12,0,4,1,0,0,60,39,1
41,4,156566,15,10,2,3,0,4,1,0,0,40,39,1
28,4,147560,15,10,2,12,0,4,1,0,1902,55,39,1
58,2,147428,12,14,2,10,0,4,1,0,0,40,39,1
61,4,68268,0,6,2,5,0,4,1,0,0,55,39,0
21,4,346693,5,4,4,5,4,4,1,0,0,40,39,0
18,4,92864,2,8,4,8,3,4,0,0,0,20,39,0
42,4,143342,15,10,0,7,1,4,0,0,0,40,39,0
47,4,359461,9,13,2,3,0,4,1,0,0,40,39,0
18,4,279593,1,7,4,10,3,4,0,0,0,2,39,0
27,4,150296,11,9,4,8,3,4,0,0,0,32,39,0
36,4,182074,11,9,4,1,2,4,1,0,0,40,39,0
34,4,69251,11,9,2,14,0,1,1,0,0,40,39,1
45,4,168598,2,8,2,1,5,2,0,3103,0,40,39,1
21,4,434102,15,10,4,1,1,4,0,0,0,40,39,0
56,2,435836,12,14,0,10,1,4,0,0,0,40,39,0
21,7,99199,12,14,4,14,3,4,1,0,0,15,39,0
27,4,69132,9,13,4,13,1,4,1,0,0,37,39,0
25,4,211424,9,13,4,8,3,4,1,0,0,40,39,0
41,2,89172,15,10,2,5,0,4,1,0,0,40,39,1
43,4,187728,15,10,2,10,5,4,0,0,1887,50,39,1
24,4,448026,9,13,4,12,3,4,1,0,0,40,39,0
51,4,84399,11,9,2,7,0,2,1,0,0,40,39,0
19,4,189574,11,9,4,8,1,4,0,0,0,30,39,0
49,4,98010,9,13,0,10,1,4,0,0,0,50,39,0
47,4,138107,9,13,0,4,1,4,1,0,2258,40,39,1
54,4,103580,7,12,0,4,4,4,0,0,0,55,39,1
41,4,155106,11,9,2,6,0,4,1,0,0,40,39,0
30,4,161815,15,10,0,8,4,4,0,0,0,35,39,0
54,1,230387,11,9,6,1,4,4,0,0,0,35,39,0
24,4,427686,3,2,2,6,2,4,1,0,0,40,26,0
27,4,106039,9,13,0,10,3,4,0,0,0,50,39,0
20,2,325493,11,9,4,6,3,2,1,0,0,40,39,0
19,0,220517,15,10,4,0,3,4,0,0,0,15,39,0
64,4,133166,11,9,2,4,0,4,1,0,0,5,39,0
23,6,409230,3,2,2,12,2,4,1,0,0,40,39,0
33,4,415706,4,3,5,8,4,4,0,0,0,40,26,0
41,4,185660,11,9,5,1,4,4,0,0,0,40,39,0
25,4,194897,11,9,4,12,3,0,1,6849,0,40,39,0
45,4,97176,1,7,0,1,4,4,0,0,0,16,39,0
58,4,354024,11,9,2,1,5,4,0,0,0,40,39,1
64,4,182979,11,9,2,7,0,4,1,0,0,40,39,0
33,4,119176,15,10,6,1,4,4,0,0,0,40,39,0
45,4,127738,15,10,2,8,0,4,1,0,0,40,39,0
42,4,204235,15,10,2,10,0,4,1,0,0,40,39,1
45,4,186256,11,9,0,3,1,4,1,0,0,40,39,0
81,4,122651,15,10,2,12,0,4,1,0,0,15,39,0
39,4,167777,1,7,2,3,0,4,1,0,0,35,39,0
40,4,321856,11,9,0,14,1,4,1,0,0,60,39,1
36,4,116608,11,9,0,7,4,4,0,0,0,38,39,0
27,4,133937,15,10,4,4,1,4,1,0,0,45,39,0
24,7,155775,11,9,2,13,0,4,1,0,0,40,39,0
20,4,133352,15,10,4,1,3,1,0,0,0,40,40,0
30,4,101266,11,9,2,11,0,4,1,0,0,40,39,0
51,0,167651,11,9,2,0,0,4,1,0,0,40,39,0
38,4,364782,11,9,2,3,0,4,1,0,0,40,39,1
41,4,359696,9,13,2,11,0,4,1,15024,0,60,39,1
65,0,178931,11,9,2,0,0,0,1,3818,0,40,39,0
24,0,203076,11,9,2,0,0,4,1,0,0,40,39,0
25,0,335376,9,13,4,0,3,4,0,0,0,30,39,0
21,4,184543,11,9,4,12,1,4,0,0,0,40,39,0
22,4,73266,15,10,4,14,3,1,1,0,0,40,39,0
56,4,101128,7,12,3,8,1,4,1,0,0,25,20,0
39,4,81487,15,10,0,4,4,4,0,0,625,40,39,0
31,4,231263,9,13,0,4,1,4,1,4650,0,45,39,0
20,4,176321,2,8,4,1,3,4,0,0,0,40,26,0
30,6,166961,15,10,2,1,5,4,0,0,0,20,39,1
19,4,29510,15,10,4,8,3,4,0,0,0,20,39,0
65,4,153522,11,9,6,8,4,4,0,0,0,17,39,0
90,4,51744,12,14,4,4,1,2,1,0,0,50,39,1
35,4,240389,15,10,2,12,0,4,1,0,0,43,39,1
52,4,180881,9,13,2,4,0,4,1,0,0,40,39,0
31,4,222654,9,13,2,4,0,4,1,0,0,40,39,0
33,6,67482,8,11,0,8,4,4,0,0,0,99,39,0
88,4,68539,15,10,0,1,4,4,0,0,0,40,39,0
33,4,97521,11,9,4,1,3,4,1,0,0,40,39,0
46,2,207946,12,14,0,10,4,4,0,0,0,43,39,0
30,4,381153,15,10,2,3,0,4,1,0,0,40,39,0
37,4,245482,11,9,2,14,0,1,1,0,0,40,0,0
77,0,174887,15,10,2,0,0,4,1,0,0,6,39,0
24,4,225724,9,13,4,1,3,4,0,0,0,20,39,0
28,4,96020,9,13,2,4,5,4,0,0,0,50,39,1
56,6,249368,11,9,3,4,1,4,1,0,0,70,39,0
45,4,347321,11,9,4,3,1,4,1,0,0,40,39,0
22,4,59184,7,12,4,1,1,4,1,0,0,45,39,0
51,4,114927,8,11,2,13,0,4,1,7298,0,40,39,1
39,4,149943,12,14,4,12,1,1,1,0,0,40,3,0
40,7,151038,9,13,0,3,1,4,1,0,0,40,39,0
53,4,150726,15,10,0,1,1,4,0,0,0,40,39,0
36,4,29984,2,8,2,14,0,4,1,0,0,40,39,0
